Pair,theta_star,mu_star,sigma_star,l_star,l_tilde,theta_r
DTE_AEP,32.40602132456816,-0.5526559753212857,0.16047658830323477,3.2383035819717914,0.5872406616216854,201.9361307914529
KIM_O,28.260109747124332,-3.0363009570183235,0.2688993567712756,2.714218193797875,0.0,105.0954903219134
T_VZ,33.82645741263817,-3.8682823074285837,0.21036161376175955,2.970318638568217,0.2869620066160599,160.8014732713906
UNH_CVS,17.592730087729485,1.6703561842112737,0.20755317402156345,2.9526438509565307,0.26715730645589214,84.76252011401046
HD_LOW,23.540231459934905,0.5510161906027585,0.15326021848675822,3.267373882926608,0.619814099369549,153.59648898039902
JPM_BAC,17.1902587723856,2.9167213650574304,0.1078324729230496,3.6066723823866496,1.0,159.41634561838114
