,EW,MVA,MRB,MRR
DTE_AEP,0.16666666666666666,-0.5482437317967493,0.33089655920534683,0.21666666666666667
KIM_O,0.16666666666666666,1.297893010140364,0.0,0.08333333333333333
T_VZ,0.16666666666666666,-0.31811689564986756,0.10493173380955943,0.15
UNH_CVS,0.16666666666666666,0.19800803547063645,0.0,0.11666666666666667
HD_LOW,0.16666666666666666,0.16764371004974896,0.20516845185798185,0.18333333333333332
JPM_BAC,0.16666666666666666,0.2028158717858673,0.35900325512711184,0.25
